student_id,ch01_n,ch01_d_mean,ch01_d_max,ch01_d_total,ch01_q,ch01_er,ch01_pr_first,ch01_pr_last,ch01_attempts_mean,ch01_summary_len,ch01_sp_mean,ch02_n,ch02_d_mean,ch02_d_max,ch02_d_total,ch02_q,ch02_er,ch02_pr_first,ch02_pr_last,ch02_attempts_mean,ch02_summary_len,ch02_sp_mean,ch03_n,ch03_d_mean,ch03_d_max,ch03_d_total,ch03_q,ch03_er,ch03_pr_first,ch03_pr_last,ch03_attempts_mean,ch03_summary_len,ch03_sp_mean,ch04_n,ch04_d_mean,ch04_d_max,ch04_d_total,ch04_q,ch04_er,ch04_pr_first,ch04_pr_last,ch04_attempts_mean,ch04_summary_len,ch04_sp_mean,ch05_n,ch05_d_mean,ch05_d_max,ch05_d_total,ch05_q,ch05_er,ch05_pr_first,ch05_pr_last,ch05_attempts_mean,ch05_summary_len,ch05_sp_mean,ch06_n,ch06_d_mean,ch06_d_max,ch06_d_total,ch06_q,ch06_er,ch06_pr_first,ch06_pr_last,ch06_attempts_mean,ch06_summary_len,ch06_sp_mean,ch07_n,ch07_d_mean,ch07_d_max,ch07_d_total,ch07_q,ch07_er,ch07_pr_first,ch07_pr_last,ch07_attempts_mean,ch07_summary_len,ch07_sp_mean,ch08_n,ch08_d_mean,ch08_d_max,ch08_d_total,ch08_q,ch08_er,ch08_pr_first,ch08_pr_last,ch08_attempts_mean,ch08_summary_len,ch08_sp_mean,ch09_n,ch09_d_mean,ch09_d_max,ch09_d_total,ch09_q,ch09_er,ch09_pr_first,ch09_pr_last,ch09_attempts_mean,ch09_summary_len,ch09_sp_mean,ch10_n,ch10_d_mean,ch10_d_max,ch10_d_total,ch10_q,ch10_er,ch10_pr_first,ch10_pr_last,ch10_attempts_mean,ch10_summary_len,ch10_sp_mean,ch11_n,ch11_d_mean,ch11_d_max,ch11_d_total,ch11_q,ch11_er,ch11_pr_first,ch11_pr_last,ch11_attempts_mean,ch11_summary_len,ch11_sp_mean,ch12_n,ch12_d_mean,ch12_d_max,ch12_d_total,ch12_q,ch12_er,ch12_pr_first,ch12_pr_last,ch12_attempts_mean,ch12_summary_len,ch12_sp_mean,final_grade,label
b9e66c5c-9d62-4467-806f-173e523cfa8f,2.0,29.396858333333334,43.30693333333333,58.79371666666667,0.7857142857142857,0.7794307613133631,0.9166666666666666,0.9583333333333334,1.28,113.0,6.0,20.0,16.833720000000003,69.2699,336.67440000000005,0.47058823529411764,0.4835187888275405,0.796875,0.609375,1.2727272727272727,130.0,3.0,12.0,23.031779166666663,163.15478333333334,276.38134999999994,0.8888888888888888,0.5057289935571514,0.6363636363636364,0.6363636363636364,1.25,144.0,5.166666666666667,9.0,47.31083888888889,224.20686666666668,425.79755000000006,0.2222222222222222,0.6176137109541082,0.6951219512195121,0.524390243902439,1.3626373626373627,0.0,5.222222222222222,5.0,25.605520000000002,68.99465000000001,128.0276,0.6666666666666666,0.5281287990248679,0.6511627906976745,0.46511627906976744,1.3142857142857143,208.0,4.4,4.0,45.4166,159.77621666666667,181.6664,0.42105263157894735,0.7108472376034761,0.6410256410256411,0.48717948717948717,1.2028985507246377,228.0,4.25,4.0,59.63791666666667,217.84380000000002,238.55166666666668,0.55,0.8449316523207999,0.5253164556962026,0.34810126582278483,1.10752688172043,0.0,5.0,5.0,36.31895666666666,52.9442,181.5947833333333,0.4444444444444444,0.6516830175285704,0.5,0.36363636363636365,1.0357142857142858,149.0,2.6,2.0,36.614133333333335,65.92666666666666,73.22826666666667,0.0,0.6942708885375236,0.3559322033898305,0.288135593220339,1.1395348837209303,137.0,4.0,2.0,25.455541666666665,43.48768333333333,50.91108333333333,0.0,0.9084882536288167,0.3611111111111111,0.2361111111111111,1.0566037735849056,115.0,5.0,2.0,15.734874999999999,28.594616666666663,31.469749999999998,0.0,0.9818760219311963,0.26666666666666666,0.22666666666666666,1.0,106.0,3.5,1.0,11.576516666666667,11.576516666666667,11.576516666666667,0.0,1.0,0.24,0.16,1.0555555555555556,0.0,3.0,A,0
27c19ebe-4a7b-4713-a491-f65ebe71df5a,9.0,36.49411111111111,99.63166666666666,328.447,1.0,0.4000340065231101,0.9166666666666666,1.0,1.52,78.0,2.7777777777777777,16.0,26.438801041666668,127.83318333333334,423.0208166666667,0.6470588235294118,0.5489876688896074,0.796875,0.578125,1.5,68.0,2.6875,22.0,14.013288636363637,50.824933333333334,308.29235,0.7777777777777778,0.4215074654933326,0.6883116883116883,0.5844155844155844,1.1388888888888888,51.0,1.5909090909090908,12.0,34.20791388888889,167.51043333333334,410.4949666666666,0.4444444444444444,0.4590214194181126,0.6463414634146342,0.4878048780487805,1.1868131868131868,0.0,2.1666666666666665,10.0,21.889776666666666,55.87353333333333,218.89776666666666,0.6111111111111112,0.4641283441547714,0.5581395348837209,0.4186046511627907,1.2571428571428571,105.0,2.4,5.0,24.140206666666664,70.09686666666667,120.70103333333333,0.42105263157894735,0.6189714683756107,0.5128205128205128,0.3717948717948718,1.1014492753623188,89.0,2.6,5.0,39.47666000000001,174.29263333333336,197.38330000000002,0.45,0.5977610885320204,0.5,0.34810126582278483,1.118279569892473,0.0,3.8,7.0,18.445311904761905,75.01078333333334,129.11718333333334,0.3333333333333333,0.6596822719736366,0.4090909090909091,0.3,1.0476190476190477,54.0,2.857142857142857,5.0,9.916580000000002,21.8992,49.5829,0.0,0.38411322722836466,0.3559322033898305,0.22033898305084745,1.1162790697674418,57.0,2.4,2.0,29.188341666666666,34.34953333333333,58.37668333333333,0.0,0.5663789969041361,0.3472222222222222,0.20833333333333334,1.0188679245283019,22.0,5.0,2.0,22.067991666666668,27.36958333333333,44.135983333333336,0.0,0.7066556318503673,0.32,0.26666666666666666,1.0298507462686568,57.0,4.0,1.0,17.287316666666666,17.287316666666666,17.287316666666666,0.0,0.8983181287131174,0.36,0.2,1.1666666666666667,0.0,3.0,A,0
276ac3e4-87d2-41fe-b0df-64b3355fb3c0,4.0,19.962991666666667,59.32536666666667,79.85196666666667,0.7857142857142857,0.6944015168512079,0.6666666666666666,0.9583333333333334,1.68,115.0,2.25,13.0,19.72493717948718,59.2564,256.42418333333336,0.8823529411764706,0.6429826440506702,0.78125,0.53125,1.1666666666666667,54.0,1.8461538461538463,6.0,26.759980555555554,59.8086,160.55988333333332,0.8888888888888888,0.7460361988697377,0.7272727272727273,0.5844155844155844,1.1428571428571428,59.0,3.5,8.0,24.519641666666665,100.324,196.15713333333332,0.9444444444444444,0.7949416540202924,0.7560975609756098,0.4878048780487805,1.0681818181818181,0.0,3.75,6.0,18.827980555555552,40.352666666666664,112.96788333333332,0.8333333333333334,0.748894667511729,0.7441860465116279,0.3953488372093023,1.032258064516129,42.0,2.6666666666666665,4.0,35.314029166666664,90.44688333333333,141.25611666666666,0.8421052631578947,0.819215640811189,0.6794871794871795,0.46153846153846156,1.0454545454545454,51.0,3.5,9.0,34.47603148148148,94.70941666666666,310.2842833333333,0.65,0.6482890631252243,0.6772151898734177,0.3860759493670886,1.0978260869565217,0.0,2.888888888888889,3.0,35.68362777777778,53.33435,107.05088333333333,0.8333333333333334,0.8620106836000925,0.6909090909090909,0.4090909090909091,1.0357142857142858,37.0,4.0,2.0,46.98598333333333,70.62185,93.97196666666666,0.0,0.768094679034777,0.6610169491525424,0.4067796610169492,1.1,81.0,4.0,7.0,24.889309523809523,53.7903,174.22516666666667,0.0,0.5970856782425485,0.75,0.5138888888888888,1.1346153846153846,57.0,3.4285714285714284,4.0,38.49614583333334,83.40270000000001,153.98458333333335,0.0,0.5632616166258583,0.8133333333333334,0.5733333333333334,1.0149253731343284,21.0,2.5,2.0,31.43555,36.062850000000005,62.8711,0.0,0.8820739592796452,0.72,0.56,1.3333333333333333,0.0,2.0,A,0
0a95cc11-5cc2-4f75-8d99-34e2d1b559a1,4.0,16.767141666666667,29.409633333333332,67.06856666666667,0.7857142857142857,0.7722174816468644,0.8333333333333334,1.0,1.28,74.0,2.5,10.0,17.37971,49.79766666666667,173.79709999999997,0.7647058823529411,0.5582582418677555,0.828125,0.5625,1.1515151515151516,68.0,1.9,8.0,27.946224999999995,69.87148333333333,223.56979999999996,0.7222222222222222,0.5638524255412515,0.7402597402597403,0.6233766233766234,1.2916666666666667,53.0,2.625,11.0,20.27539090909091,48.68476666666666,223.0293,0.6666666666666666,0.548499357985433,0.6707317073170732,0.4878048780487805,1.2307692307692308,0.0,1.9090909090909092,7.0,13.680366666666666,22.857566666666667,95.76256666666667,0.6111111111111112,0.60278316104886,0.5581395348837209,0.4418604651162791,1.1142857142857143,56.0,2.857142857142857,7.0,16.897840476190474,49.15196666666667,118.28488333333333,0.47368421052631576,0.43016016330127643,0.7307692307692307,0.5897435897435898,1.3478260869565217,53.0,2.4285714285714284,4.0,32.08081666666667,71.16378333333334,128.32326666666668,0.5,0.554785769338867,0.4936708860759494,0.3291139240506329,1.2150537634408602,0.0,3.5,6.0,9.500172222222222,28.44173333333333,57.00103333333333,0.3888888888888889,0.6797976118796475,0.4818181818181818,0.2909090909090909,1.0714285714285714,28.0,2.3333333333333335,4.0,6.935320833333333,12.131383333333334,27.74128333333333,0.0,0.415031213917757,0.23728813559322035,0.2033898305084746,1.1395348837209303,61.0,2.75,1.0,28.854566666666663,28.854566666666663,28.854566666666663,0.0,0.6031585224664356,0.25,0.19444444444444445,1.1132075471698113,38.0,8.0,1.0,24.33595,24.33595,24.33595,0.0,0.8819589681382888,0.37333333333333335,0.3333333333333333,1.1343283582089552,32.0,6.0,1.0,16.088683333333332,16.088683333333332,16.088683333333332,0.0,0.7993293751339359,0.2,0.12,1.1111111111111112,0.0,3.0,B+,1
7596204e-96e2-4cb9-8796-9b3ed5b5dd45,5.0,24.31504,103.41735,121.5752,0.6428571428571429,0.6440831051382805,0.7083333333333334,1.0,2.2,47.0,2.6,10.0,31.04411,89.68341666666667,310.4411,0.9411764705882353,0.6117240326957456,0.671875,0.53125,2.0757575757575757,20.0,1.9,9.0,15.526787037037037,32.12401666666667,139.74108333333334,0.8333333333333334,0.4170035885199124,0.5324675324675324,0.42857142857142855,1.4305555555555556,59.0,3.6666666666666665,3.0,12.077027777777776,22.70835,36.23108333333333,0.1111111111111111,0.5177017569410746,0.25609756097560976,0.13414634146341464,1.054945054945055,0.0,5.0,3.0,6.083144444444444,9.887266666666667,18.249433333333332,0.1111111111111111,0.43380972476888935,0.09302325581395349,0.023255813953488372,1.0857142857142856,43.0,4.0,1.0,16.71441666666667,16.71441666666667,16.71441666666667,0.3684210526315789,0.9514581058261918,0.2948717948717949,0.15384615384615385,1.0144927536231885,140.0,10.0,1.0,18.649716666666666,18.649716666666666,18.649716666666666,0.5,0.9575393972619743,0.22151898734177214,0.12658227848101267,1.043010752688172,0.0,12.0,2.0,10.198691666666665,19.257416666666664,20.39738333333333,0.16666666666666666,0.8406412679771922,0.2,0.11818181818181818,1.0,44.0,5.5,2.0,8.036191666666666,13.3674,16.07238333333333,0.0,0.930214836262541,0.2542372881355932,0.15254237288135594,1.0232558139534884,1.0,5.0,2.0,11.053875000000001,14.486133333333333,22.107750000000003,0.0,0.978958775521307,0.25,0.1388888888888889,1.0,1.0,5.0,2.0,6.954583333333334,11.810550000000001,13.909166666666668,0.0,0.682829250341348,0.24,0.14666666666666667,1.0149253731343284,1.0,4.5,3.0,15.160466666666668,17.738283333333335,45.4814,0.0,0.7542953323496073,0.16,0.2,1.3888888888888888,0.0,2.3333333333333335,B+,1
51d2ada4-0511-4b54-bf6b-0fd0bb552314,8.0,14.55916875,40.650999999999996,116.47335,0.7142857142857143,0.700362357133363,0.9166666666666666,0.9583333333333334,3.52,167.0,3.0,11.0,33.57248181818183,176.57841666666667,369.29730000000006,1.0,0.5175969404313362,0.765625,0.625,1.2878787878787878,129.0,2.909090909090909,10.0,29.441131666666667,107.58013333333334,294.41131666666666,0.6111111111111112,0.6820223932809198,0.6753246753246753,0.6233766233766234,1.5694444444444444,66.0,2.2,7.0,39.572376190476184,146.90516666666664,277.0066333333333,0.7222222222222222,0.5737669164754283,0.8292682926829268,0.5975609756097561,1.1978021978021978,0.0,3.142857142857143,6.0,33.024924999999996,96.8073,198.14954999999998,1.0,0.6625256501474143,0.8372093023255814,0.5116279069767442,2.0285714285714285,98.0,3.6666666666666665,4.0,19.438550000000003,44.540733333333336,77.75420000000001,0.8421052631578947,0.6285011941614512,0.8846153846153846,0.6153846153846154,1.1014492753623188,79.0,4.0,1.0,76.33541666666666,76.33541666666666,76.33541666666666,0.7,0.9022564559981004,0.9240506329113924,0.5063291139240507,1.053763440860215,0.0,12.0,6.0,49.82763055555555,152.77023333333332,298.9657833333333,0.5,0.69044934247309,0.5454545454545454,0.36363636363636365,1.4642857142857142,101.0,4.5,1.0,25.865683333333333,25.865683333333333,25.865683333333333,0.0,0.7815661467638869,0.9152542372881356,0.5932203389830508,1.0232558139534884,57.0,7.0,3.0,89.82638333333333,246.96,269.47915,0.0,0.6837072933718585,0.4861111111111111,0.4027777777777778,1.7735849056603774,79.0,6.0,2.0,47.10760833333334,92.64153333333334,94.21521666666668,0.0,0.7502712418574004,0.8666666666666667,0.6933333333333334,1.1194029850746268,60.0,3.5,3.0,35.001194444444444,66.96901666666666,105.00358333333334,0.0,0.8103230297589153,0.56,0.52,3.611111111111111,0.0,2.3333333333333335,A+,0
70661d58-de8c-4a1e-beec-50fa2180eedf,9.0,21.004325925925922,132.84428333333332,189.03893333333332,0.9285714285714286,0.6314833774247776,0.875,1.0,1.44,142.0,3.0,15.0,26.053731111111112,101.70235,390.8059666666667,0.0,0.4606424679258817,0.515625,0.5,1.1428571428571428,0.0,3.8,1.0,10.509616666666666,10.509616666666666,10.509616666666666,0.0,0.4662539729982483,0.0,0.0,0.0,0.0,2.0,1.0,8.6432,8.6432,8.6432,0.0,0.010110271199249642,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,2
4b6a024e-cd36-4140-8455-77888f1fe7ac,4.0,18.006562499999998,30.93235,72.02624999999999,0.9285714285714286,0.8129585440118194,0.9583333333333334,1.0,1.36,30.0,2.5,6.0,35.604644444444446,108.29535,213.62786666666668,0.8823529411764706,0.6793250114031847,0.828125,0.609375,1.1818181818181819,124.0,2.5,5.0,47.9189,109.46356666666667,239.5945,0.8333333333333334,0.7987102728999367,0.8441558441558441,0.7142857142857143,1.3611111111111112,53.0,2.8,9.0,27.735753703703704,69.41068333333332,249.62178333333333,0.8888888888888888,0.6796349038646226,0.8658536585365854,0.5975609756097561,1.10989010989011,0.0,2.3333333333333335,5.0,34.56528,74.83709999999999,172.82639999999998,0.8333333333333334,0.6069512600657805,0.7441860465116279,0.4883720930232558,1.2571428571428571,24.0,2.8,9.0,20.105848148148148,45.280883333333335,180.95263333333332,0.7894736842105263,0.4714759385809538,0.7692307692307693,0.5512820512820513,1.0724637681159421,37.0,2.0,6.0,34.64164166666667,52.46735,207.84985000000003,0.65,0.6855638331512216,0.6962025316455697,0.43670886075949367,1.2473118279569892,0.0,3.0,5.0,26.67309,50.88228333333333,133.36544999999998,0.6666666666666666,0.7720229086470753,0.7909090909090909,0.45454545454545453,1.0714285714285714,28.0,2.8,7.0,16.99357142857143,42.90239999999999,118.955,0.0,0.5761833666919558,0.7966101694915254,0.559322033898305,1.1162790697674418,28.0,1.8571428571428572,3.0,56.88216666666666,98.30213333333333,170.64649999999997,0.0,0.7598420443214177,0.4444444444444444,0.3888888888888889,1.5660377358490567,12.0,3.6666666666666665,5.0,28.677210000000002,75.41409999999999,143.38605,0.0,0.586523005765405,0.6533333333333333,0.49333333333333335,1.1940298507462686,10.0,2.2,2.0,27.104674999999997,41.8508,54.20934999999999,0.0,0.7070384767998413,0.6,0.56,1.7222222222222223,0.0,2.0,A+,0
3da80d8b-b32c-4487-bc23-fe8fbce6147a,8.0,12.614770833333333,67.60243333333334,100.91816666666666,0.9285714285714286,0.5685073868643076,0.9166666666666666,1.0,1.08,56.0,2.375,10.0,23.86200666666667,93.27313333333333,238.6200666666667,0.8823529411764706,0.7336217390106371,0.765625,0.546875,1.2727272727272727,66.0,2.5,5.0,53.988096666666664,139.55593333333334,269.9404833333333,0.8888888888888888,0.7138105794299358,0.7272727272727273,0.6103896103896104,1.2222222222222223,35.0,3.8,14.0,30.257770238095237,161.10803333333334,423.6087833333333,0.7777777777777778,0.7152487488592921,0.7317073170731707,0.5,1.1428571428571428,0.0,2.2142857142857144,7.0,23.758411904761903,68.52058333333333,166.3088833333333,0.7777777777777778,0.7367912209124884,0.6744186046511628,0.4186046511627907,1.2,22.0,2.857142857142857,15.0,23.204877777777778,148.64761666666666,348.0731666666667,0.631578947368421,0.5728112544288124,0.717948717948718,0.46153846153846156,1.0869565217391304,13.0,1.8666666666666667,7.0,28.369095238095234,97.16068333333332,198.58366666666663,0.65,0.8106240965461939,0.6329113924050633,0.3924050632911392,1.043010752688172,0.0,3.0,11.0,14.246274242424242,46.1089,156.70901666666666,0.2777777777777778,0.5112922865953038,0.4727272727272727,0.2727272727272727,1.0238095238095237,9.0,1.8181818181818181,7.0,18.11025,46.65116666666667,126.77175000000001,0.0,0.6170578621046631,0.5423728813559322,0.3050847457627119,1.0232558139534884,16.0,1.8571428571428572,3.0,12.785677777777778,31.15038333333333,38.357033333333334,0.0,0.8897536423841059,0.18055555555555555,0.1388888888888889,1.0188679245283019,7.0,4.333333333333333,18.0,10.99517592592593,30.6067,197.9131666666667,0.0,0.39411936031720135,0.24,0.17333333333333334,1.0,9.0,2.3333333333333335,2.0,5.640083333333333,8.17535,11.280166666666666,0.0,0.4517197145510573,0.24,0.08,1.1111111111111112,0.0,2.0,A,0
b37600cb-1711-4a53-aacd-941bb0666a3a,8.0,10.246193750000002,18.282216666666667,81.96955000000001,0.9285714285714286,0.5394325657183482,0.5833333333333334,0.5833333333333334,1.44,37.0,2.25,9.0,35.55922777777778,85.82996666666666,320.03305,0.8235294117647058,0.5691077330516481,0.828125,0.578125,1.1666666666666667,66.0,2.5555555555555554,18.0,18.64286666666667,54.39086666666667,335.57160000000005,0.9444444444444444,0.41387524702548983,0.7272727272727273,0.6363636363636364,1.0972222222222223,96.0,1.7222222222222223,8.0,40.870154166666666,132.28071666666668,326.9612333333333,0.8333333333333334,0.6035608936948745,0.7195121951219512,0.573170731707317,1.2747252747252746,0.0,3.125,7.0,24.877342857142857,79.07055,174.14139999999998,0.7777777777777778,0.44594324585290157,0.5813953488372093,0.5116279069767442,1.2571428571428571,40.0,2.2857142857142856,6.0,34.46189999999999,75.38486666666667,206.77139999999997,0.5263157894736842,0.5169356586147476,0.6282051282051282,0.5256410256410257,1.144927536231884,23.0,2.5,9.0,21.01794074074074,57.000949999999996,189.16146666666666,0.25,0.610181506938577,0.5189873417721519,0.3670886075949367,1.3870967741935485,0.0,2.5555555555555554,8.0,25.00714375,66.67448333333333,200.05715,0.3333333333333333,0.505181867042313,0.509090909090909,0.34545454545454546,1.2142857142857142,5.0,2.125,2.0,19.134841666666667,29.724133333333334,38.26968333333333,0.0,0.5864149647803999,0.423728813559322,0.3728813559322034,1.5116279069767442,1.0,4.0,4.0,13.424391666666668,30.63311666666667,53.697566666666674,0.0,0.9047166527419028,0.25,0.3055555555555556,1.7547169811320755,1.0,3.5,3.0,6.889200000000001,14.484116666666667,20.6676,0.0,0.64534813059265,0.21333333333333335,0.17333333333333334,1.0597014925373134,1.0,2.6666666666666665,1.0,7.032166666666667,7.032166666666667,7.032166666666667,0.0,0.95422331085845,0.16,0.08,1.0555555555555556,0.0,3.0,A,0
